Country,Year, Population (People), GDP-PPP (Million Intl$ (2005)), GDP-USD (Million US$ (2005)), Energy Use (Thous. tonnes oil eq. (ktoe))
Zambia,1963,3368961,,2967.375232,
Zimbabwe,1963,4140802,,2111.868927,
World,1963,3195597741,,10668877.66,
European Union (15),1963,325540416,,2928620.04,644309.883
European Union (28),1963,416057712,,2952500.691,705249.379
Afghanistan,1964,9547131,,,
Albania,1964,1822299,,,
Algeria,1964,12443175,,19641.03676,
Angola,1964,5339893,,,
Antigua & Barbuda,1964,58500,,,
Argentina,1964,21963952,,68972.21344,
Armenia,1964,2138133,,,
Australia,1964,11167000,,162407.9907,37402.908
Austria,1964,7223801,,91647.60022,13400.766
Azerbaijan,1964,4445653,,,
Bahamas,1964,133697,,2187.859717,
Bahrain,1964,182774,,,
Bangladesh,1964,55503132,,15484.23967,
Barbados,1964,234478,,1323.03546,
Belarus,1964,8524224,,,
Belgium,1964,9378113,,126040.122,28337.951
Belize,1964,103070,,108.0312015,
Benin,1964,2586362,,1062.894158,
Bhutan,1964,246388,,,
Bolivia,1964,3666584,,3523.305344,
Bosnia & Herzegovina,1964,3503878,,,
Botswana,1964,579729,,255.4383281,
Brazil,1964,82017016,,152193.2636,
Brunei,1964,97924,,,
Bulgaria,1964,8144340,,,
Burkina Faso,1964,5098892,,1014.843249,
Burundi,1964,3011957,,426.490346,
Cambodia,1964,6327099,,,
Cameroon,1964,5850454,,4231.964196,
Canada,1964,19325000,,287212.3313,94762.217
Cape Verde,1964,235189,,,
Central African Republic,1964,1616515,,738.7455509,
Chad,1964,3247798,,1693.194189,
Chile,1964,8455039,,22613.18863,
China,1964,698355000,,72770.56646,
Colombia,1964,18022435,,28306.1453,
Comoros,1964,204150,,,
Congo,1964,1126573,,1101.591107,
"Congo, Dem. Republic",1964,16903899,,7508.185494,
Cook Islands,1964,,,,
Costa Rica,1964,1532828,,2873.117673,
Cote d'Ivoire,1964,4049675,,4716.387168,
Croatia,1964,4259680,,,
Cuba,1964,7787144,,,
Cyprus,1964,578629,,,
Czech Republic,1964,9727804,,,
Denmark,1964,4722072,,97515.59088,12278.123
Djibouti,1964,107584,,,
Dominica,1964,63921,,,
Dominican Republic,1964,3778110,,4672.828184,
Ecuador,1964,5063645,,8552.030012,
Egypt,1964,31241836,,11932.43457,
El Salvador,1964,3144962,,,
Equatorial Guinea,1964,264743,,,
Eritrea,1964,1546225,,,
Estonia,1964,1277000,,,
Ethiopia,1964,24396981,,,
Fiji,1964,450452,,828.09289,
Finland,1964,4548543,,55030.46769,12182.741
France,1964,49361165,,657130.4852,102653.572
Gabon,1964,523236,,1904.320936,
Gambia,1964,394552,,,
Georgia,1964,3870300,,,
Germany,1964,75318337,,,176332.199
Ghana,1964,7513510,,3681.583434,
Greece,1964,8510429,,60086.72142,3689.776
Grenada,1964,94066,,,
Guatemala,1964,4610494,,5999.833806,
Guinea,1964,3809929,,,
Guinea-Bissau,1964,656056,,,
Guyana,1964,623794,,445.8270392,
Haiti,1964,4190472,,,
Honduras,1964,2282764,,1915.84481,
Hungary,1964,10119835,,25003.0422,
Iceland,1964,188983,,3537.536054,624.932
India,1964,487607406,,124830.9972,
Indonesia,1964,97828538,,27739.04379,
Iran,1964,24373188,,,
Iraq,1964,8122200,,,
Ireland,1964,2866550,,,4363.448
Israel,1964,2475000,,17446.0981,
Italy,1964,51675350,,564261.7253,63133.412
Jamaica,1964,1734763,,,
Japan,1964,97826000,,968011.6316,123307.183
Jordan,1964,1060998,,,
Kazakhstan,1964,11577537,,,
Kenya,1964,9200158,,3009.202192,
Kiribati,1964,36789,,,
Korea (North),1964,12282423,,,
Korea (South),1964,27984155,,46596.52429,
Kuwait,1964,431404,,,
Kyrgyzstan,1964,2495300,,,
Laos,1964,2325343,,,
Latvia,1964,2240623,,,
Lebanon,1964,2041212,,,
Lesotho,1964,915473,,236.4130525,
Liberia,1964,1224094,,690.5324059,
Libya,1964,1648635,,,
Lithuania,1964,2935200,,,
Luxembourg,1964,327750,,7873.014155,3654.429
"Macedonia, FYR",1964,1556150,,,
Madagascar,1964,5625401,,2606.069103,
Malawi,1964,3877229,,548.2222306,
Malaysia,1964,9287442,,10425.31187,
Maldives,1964,98899,,,
Mali,1964,5315835,,,
Malta,1964,321250,,,
Mauritania,1964,963865,,626.3018449,
Mauritius,1964,736381,,,
Mexico,1964,43931398,,170398.9108,
Moldova,1964,2774000,,,
Mongolia,1964,1074511,,,
Montenegro,1964,501813,,,
Morocco,1964,13737160,,,
Mozambique,1964,8296721,,,
Myanmar,1964,23471163,,,
Namibia,1964,665297,,,
Nauru,1964,,,,
Nepal,1964,10247834,,1930.856839,
Netherlands,1964,12127120,,183635.7348,28488.41
New Zealand,1964,2585400,,,5732.87
Nicaragua,1964,2002244,,3267.190215,
Niger,1964,3729912,,2008.260271,
Nigeria,1964,49169820,,30049.49095,
Niue,1964,,,,
Norway,1964,3694339,,73912.83562,8570.915
Oman,1964,608889,,896.405927,
Pakistan,1964,50404401,,12934.40644,
Palau,1964,10593,,,
Panama,1964,1280601,,2829.346477,
Papua New Guinea,1964,2116831,,1371.601764,
Paraguay,1964,2120601,,1308.738354,
Peru,1964,11144018,,25517.81901,
Philippines,1964,29961902,,22409.76256,
Poland,1964,31139450,,,63262.725
Portugal,1964,9035365,,41702.56401,3706.775
Qatar,1964,67497,,,
Romania,1964,18919126,,,
Russian Federation,1964,125345000,,,
Rwanda,1964,3161719,,534.6252382,
Saint Kitts & Nevis,1964,49934,,,
Saint Lucia,1964,94813,,,
Saint Vincent & Grenadines,1964,85076,,129.3307736,
Samoa,1964,123354,,,
Sao Tome & Principe,1964,64209,,,
Saudi Arabia,1964,4657855,,,
Senegal,1964,3548083,,3015.955256,
Serbia,1964,,,,
Seychelles,1964,46322,,166.6020177,
Sierra Leone,1964,2285313,,822.8976935,
Singapore,1964,1842000,,5054.862195,
Slovakia,1964,4327341,,,
Slovenia,1964,1632114,,,
Solomon Islands,1964,132787,,,
South Africa,1964,19390554,,75470.57963,
Spain,1964,31609195,,266208.6302,21610.75
Sri Lanka,1964,10903000,,3840.721821,
Sudan,1964,8475765,,5470.353444,
Suriname,1964,323428,,,
Swaziland,1964,382575,,,
Sweden,1964,7661354,,138340.871,25079.511
Switzerland,1964,5789228,,,10533.126
Syria,1964,5224579,,3562.449997,
Taiwan,1964,,,,
Tajikistan,1964,2401598,,,
Tanzania,1964,11338544,,,
Thailand,1964,30870998,,,
Togo,1964,1662072,,601.6613271,
Tonga,1964,71757,,,
Trinidad & Tobago,1964,903272,,5031.202188,
Tunisia,1964,4530835,,4390.632355,
Turkey,1964,30292969,,79386.79978,13123.261
Turkmenistan,1964,1829697,,,
Uganda,1964,7746181,,,
Ukraine,1964,44794336,,,
United Arab Emirates,1964,134411,,,
United Kingdom,1964,54000000,,801585.1323,173476.866
United States of America,1964,191889000,,3350656.599,1177615.265
Uruguay,1964,2665561,,8283.184927,
Uzbekistan,1964,9888629,,,
Vanuatu,1964,72131,,,
Venezuela,1964,8785731,,58226.19357,
Vietnam,1964,37574000,,,
Yemen,1964,5472775,,,
Zambia,1964,3472843,,3329.811867,
Zimbabwe,1964,4279559,,2088.508026,
World,1964,3261010124,,11371767.43,
European Union (15),1964,328365144,,3091058.659,672388.729
European Union (28),1964,419727856,,3116061.701,735651.454
Afghanistan,1965,9765015,,,
Albania,1965,1874302,,,
Algeria,1965,12771084,,20860.13594,
Angola,1965,5433841,,,
Antigua & Barbuda,1965,59653,,,
Argentina,1965,22293817,,76262.18557,
Armenia,1965,2204650,,,
Australia,1965,11388000,,172128.8528,39439.099
Austria,1965,7270889,,94837.09702,13464.549
Azerbaijan,1965,4579759,,,
Bahamas,1965,140049,,2415.95714,
Bahrain,1965,187348,,,
Bangladesh,1965,57200412,,15732.95654,
Barbados,1965,235294,,1474.322494,
Belarus,1965,8610000,,,
Belgium,1965,9463667,,130527.982,29488.938
Belize,1965,106121,,113.3577166,
Benin,1965,2632360,,1119.162317,
Bhutan,1965,252698,,,
Bolivia,1965,3751047,,3721.491924,
Bosnia & Herzegovina,1965,3545862,,,
Botswana,1965,595904,,270.2894013,
Brazil,1965,84379369,,156840.4665,
Brunei,1965,102516,,,
Bulgaria,1965,8204168,,,
Burkina Faso,1965,5174869,,1053.047483,
Burundi,1965,3079034,,443.4101802,
Cambodia,1965,6464999,,,
Cameroon,1965,5987671,,4317.706064,
Canada,1965,19678000,,306273.3073,101419.082
Cape Verde,1965,241659,,,
Central African Republic,1965,1648830,,745.7456746,
Chad,1965,3310921,,1703.458803,
Chile,1965,8654071,,22707.5252,
China,1965,715185000,,84678.02717,
Colombia,1965,18559236,,29158.8643,
Comoros,1965,208080,,,
Congo,1965,1157905,,1142.090749,
"Congo, Dem. Republic",1965,17369859,,7583.068292,
Cook Islands,1965,,,,
Costa Rica,1965,1583078,,3155.534144,
Cote d'Ivoire,1965,4219739,,4569.723833,
Croatia,1965,4287000,,,
Cuba,1965,7951916,,,
Cyprus,1965,580971,,,
Czech Republic,1965,9779358,,,
Denmark,1965,4759012,,101957.6745,13433.429
Djibouti,1965,114963,,,
Dominica,1965,65038,,,
Dominican Republic,1965,3899504,,4089.573528,
Ecuador,1965,5212760,,8955.512517,
Egypt,1965,32083955,,13033.21168,
El Salvador,1965,3243557,,6483.467827,
Equatorial Guinea,1965,269427,,,
Eritrea,1965,1584606,,,
Estonia,1965,1291050,,,
Ethiopia,1965,25013551,,,
Fiji,1965,463884,,805.7321709,
Finland,1965,4563732,,57948.65514,13178.662
France,1965,49945471,,688528.411,105108.711
Gabon,1965,531901,,2063.014391,
Gambia,1965,400865,,,
Georgia,1965,3921600,,4964.049493,
Germany,1965,75963695,,,180668.28
Ghana,1965,7710761,,3731.984225,
Greece,1965,8550333,,65730.46338,4093.522
Grenada,1965,94579,,,
Guatemala,1965,4735961,,6261.532723,
Guinea,1965,3875205,,,
Guinea-Bissau,1965,659368,,,
Guyana,1965,640541,,492.8217508,
Haiti,1965,4275135,,,
Honduras,1965,2352637,,2088.982186,
Hungary,1965,10147935,,35606.93598,14478.753
Iceland,1965,192286,,3798.313636,662.339
India,1965,497952332,,121540.7391,
Indonesia,1965,100329810,,28001.75478,
Iran,1965,25023580,,34933.59475,
Iraq,1965,8375791,,,
Ireland,1965,2877300,,,4350.204
Israel,1965,2563000,,19032.64027,
Italy,1965,52112350,,582701.9323,68604.045
Jamaica,1965,1760000,,,
Japan,1965,98883000,,1024347.081,134637.831
Jordan,1965,1128000,,,
Kazakhstan,1965,11909001,,,
Kenya,1965,9504702,,3069.659898,
Kiribati,1965,37881,,,
Korea (North),1965,12547526,,,
Korea (South),1965,28704674,,49014.94908,
Kuwait,1965,482247,,,
Kyrgyzstan,1965,2573300,,,
Laos,1965,2380603,,,
Latvia,1965,2265919,,4877.926161,
Lebanon,1965,2092354,,,
Lesotho,1965,933251,,241.5056301,
Liberia,1965,1252968,,723.6351177,
Libya,1965,1711637,,,
Lithuania,1965,2971450,,,
Luxembourg,1965,331500,,7815.152728,3622.1
"Macedonia, FYR",1965,1578730,,,
Madagascar,1965,5769219,,2594.283056,
Malawi,1965,3973960,,622.8708746,
Malaysia,1965,9569784,,11226.48284,
Maldives,1965,101381,,,
Mali,1965,5374327,,,
Malta,1965,318800,,,
Mauritania,1965,992474,,727.3765061,
Mauritius,1965,753000,,,
Mexico,1965,45338827,,182497.2334,
Moldova,1965,2825000,,,
Mongolia,1965,1107119,,,
Montenegro,1965,506949,,,
Morocco,1965,14092269,,,
Mozambique,1965,8473847,,,
Myanmar,1965,24023640,,,
Namibia,1965,682553,,,
Nauru,1965,,,,
Nepal,1965,10443932,,1907.624982,
Netherlands,1965,12294732,,199507.5457,30653.131
New Zealand,1965,2628400,,,5978.83
Nicaragua,1965,2062932,,3561.363484,
Niger,1965,3836373,,2147.227098,
Nigeria,1965,50238570,,31517.40162,
Niue,1965,,,,
Norway,1965,3723168,,77819.57896,9455.349
Oman,1965,625007,,900.4227077,
Pakistan,1965,51746670,,14282.08956,
Palau,1965,10782,,,
Panama,1965,1319261,,3087.790278,
Papua New Guinea,1965,2161102,,1512.44491,
Paraguay,1965,2178003,,1389.461006,
Peru,1965,11468043,,26778.20607,
Philippines,1965,30913136,,23589.81819,
Poland,1965,31444950,,,65657.527
Portugal,1965,8998595,,44817.32374,3967.327
Qatar,1965,73554,,,
Romania,1965,19031576,,,
Russian Federation,1965,126745000,,,
Rwanda,1965,3232937,,572.0999506,
Saint Kitts & Nevis,1965,49211,,,
Saint Lucia,1965,96303,,,
Saint Vincent & Grenadines,1965,85972,,130.4752919,
Samoa,1965,127068,,,
Sao Tome & Principe,1965,64797,,,
Saudi Arabia,1965,4822502,,,
Senegal,1965,3649456,,3056.133495,
Serbia,1965,,,,
Seychelles,1965,47500,,164.8351004,
Sierra Leone,1965,2320858,,881.9830298,
Singapore,1965,1887000,,5438.244169,
Slovakia,1965,4370983,,,
Slovenia,1965,1649160,,,
Solomon Islands,1965,136847,,,
South Africa,1965,19832000,,82184.4655,
Spain,1965,31954292,,282855.0149,22838.422
Sri Lanka,1965,11164000,,3938.159559,
Sudan,1965,8738703,,5841.083306,
Suriname,1965,332315,,,
Swaziland,1965,391659,,,
Sweden,1965,7733853,,143627.5026,26585.435
Switzerland,1965,5856472,,,11382.642
Syria,1965,5398333,,3644.364041,
Taiwan,1965,,,,
Tajikistan,1965,2489648,,,
Tanzania,1965,11682873,,,
Thailand,1965,31816307,,13891.28148,
Togo,1965,1708632,,694.6764397,
Tonga,1965,74363,,,
Trinidad & Tobago,1965,912419,,5066.111203,
Tunisia,1965,4630000,,4504.908006,
Turkey,1965,31000167,,81628.30942,13810.89
Turkmenistan,1965,1890000,,,
Uganda,1965,8014376,,,
Ukraine,1965,45261976,,,
United Arab Emirates,1965,146341,,,
United Kingdom,1965,54348050,,823941.1559,180946.95
United States of America,1965,194303000,,3565098.622,1225643.406
Uruguay,1965,2694714,,8369.794243,
Uzbekistan,1965,10233502,,,
Vanuatu,1965,74287,,,
Venezuela,1965,9095742,,60650.07248,
Vietnam,1965,38341000,,,
Yemen,1965,5573959,,,
Zambia,1965,3580708,,3884.140822,
Zimbabwe,1965,4422129,,2191.065711,
World,1965,3327762223,,12005961.74,
European Union (15),1965,331167471,,3224795.911,701003.705
European Union (28),1965,423223791,,3265280.773,781139.985
Afghanistan,1966,9990125,,,
Albania,1966,1926382,,,
Algeria,1966,13122912,,19857.81247,
Angola,1966,5526653,,,
Antigua & Barbuda,1966,60818,,,
Argentina,1966,22618887,,75759.06397,
Armenia,1966,2269475,,,
Australia,1966,11651000,,176146.475,41320.714
Austria,1966,7322066,,100188.623,13932.108
Azerbaijan,1966,4708485,,,
Bahamas,1966,146364,,2635.131034,
Bahrain,1966,191782,,,
Bangladesh,1966,59029826,,16136.79196,
Barbados,1966,235936,,1533.345097,
Belarus,1966,8696496,,,
Belgium,1966,9527807,,134647.3081,29072.228
Belize,1966,109344,,118.7658697,
Benin,1966,2681382,,1159.182025,
Bhutan,1966,259344,,,
Bolivia,1966,3838156,,3963.288262,
Bosnia & Herzegovina,1966,3583750,,,
Botswana,1966,613097,,287.4366033,
Brazil,1966,86721875,,163349.9108,
Brunei,1966,107440,,,
Bulgaria,1966,8258057,,,
Burkina Faso,1966,5256363,,1058.708804,
Burundi,1966,3153879,,463.8646603,
Cambodia,1966,6586874,,,
Cameroon,1966,6130990,,4516.966282,
Canada,1966,20048000,,326441.2986,105706.382
Cape Verde,1966,248050,,,
Central African Republic,1966,1682874,,750.5557288,
Chad,1966,3373563,,1672.675729,
Chile,1966,8847757,,24978.64242,
China,1966,735400000,,93738.57608,
Colombia,1966,19108959,,30710.8064,
Comoros,1966,212381,,,
Congo,1966,1190424,,1157.611562,
"Congo, Dem. Republic",1966,17861860,,8096.857969,
Cook Islands,1966,,,,
Costa Rica,1966,1632500,,3403.897025,
Cote d'Ivoire,1966,4400054,,5098.777197,
Croatia,1966,4313000,,,
Cuba,1966,8110405,,,
Cyprus,1966,585311,,,
Czech Republic,1966,9821040,,,
Denmark,1966,4797381,,104752.2427,14715.62
Djibouti,1966,122866,,,
Dominica,1966,66305,,,
Dominican Republic,1966,4022212,,4640.166911,
Ecuador,1966,5366554,,8925.106256,
Egypt,1966,32937066,,13170.92659,
El Salvador,1966,3341712,,6947.75788,
Equatorial Guinea,1966,275470,,,
Eritrea,1966,1624256,,,
Estonia,1966,1304650,,,
Ethiopia,1966,25641137,,,
Fiji,1966,476329,,805.7321709,
Finland,1966,4580869,,59323.67417,14042.373
France,1966,50430631,,724428.3378,106846.954
Gabon,1966,541895,,2156.015174,
Gambia,1966,408182,,142.0522273,
Georgia,1966,3966700,,5338.121944,
Germany,1966,76600311,,,182899.316
Ghana,1966,7891194,,3573.065543,
Greece,1966,8613651,,69739.26347,4713.364
Grenada,1966,94878,,,
Guatemala,1966,4864495,,6606.674912,
Guinea,1966,3944983,,,
Guinea-Bissau,1966,661811,,,
Guyana,1966,657975,,518.6124629,
Haiti,1966,4361648,,,
Honduras,1966,2420234,,2201.24079,
Hungary,1966,10178653,,38241.84924,14741.888
Iceland,1966,195570,,4130.131788,711.83
India,1966,508656247,,121473.4921,
Indonesia,1966,102924506,,28799.92472,
Iran,1966,25696631,,38576.12726,
Iraq,1966,8651167,,,
Ireland,1966,2888800,,,4707.565
Israel,1966,2629000,,19017.48174,
Italy,1966,52519000,,617575.4439,75158.674
Jamaica,1966,1783125,,,
Japan,1966,99790000,,1133322.875,147389.58
Jordan,1966,1200290,,,
Kazakhstan,1966,12200891,,,
Kenya,1966,9822505,,3521.776795,
Kiribati,1966,39055,,,
Korea (North),1966,12864685,,,
Korea (South),1966,29435571,,55239.84755,
Kuwait,1966,533633,,,
Kyrgyzstan,1966,2655300,,,
Laos,1966,2436999,,,
Latvia,1966,2283217,,5080.280009,
Lebanon,1966,2136640,,,
Lesotho,1966,951736,,240.5262798,
Liberia,1966,1283304,,779.374242,
Libya,1966,1777725,,,
Lithuania,1966,3008050,,,
Luxembourg,1966,333895,,7901.580824,3499.422
"Macedonia, FYR",1966,1601987,,,
Madagascar,1966,5918060,,2647.843389,
Malawi,1966,4073777,,705.3952632,
Malaysia,1966,9844116,,12104.02457,
Maldives,1966,103759,,,
Mali,1966,5435158,,,
Malta,1966,315200,,,
Mauritania,1966,1021972,,729.0564701,
Mauritius,1966,768813,,,
Mexico,1966,46783542,,193622.519,
Moldova,1966,2873000,,,
Mongolia,1966,1139955,,,
Montenegro,1966,512020,,,
Morocco,1966,14454566,,11119.91393,
Mozambique,1966,8657157,,,
Myanmar,1966,24606874,,,
Namibia,1966,700316,,,
Nauru,1966,,,,
Nepal,1966,10649467,,2041.934049,
Netherlands,1966,12456251,,204976.2556,32455.498
New Zealand,1966,2675900,,,6209.119
Nicaragua,1966,2125773,,3678.928951,
Niger,1966,3945602,,2139.014015,
Nigeria,1966,51336376,,30177.75,
Niue,1966,,,,
Norway,1966,3753012,,80766.22764,10170.956
Oman,1966,642005,,947.2848561,
Pakistan,1966,53138320,,15109.01566,
Palau,1966,10945,,,
Panama,1966,1358763,,3319.970658,
Papua New Guinea,1966,2208421,,1600.374801,
Paraguay,1966,2237190,,1417.132168,
Peru,1966,11797803,,29026.20417,
Philippines,1966,31866972,,24633.90217,
Poland,1966,31681000,,,67825.632
Portugal,1966,8930990,,46644.93361,4034.582
Qatar,1966,79746,,,
Romania,1966,19215450,,,
Russian Federation,1966,127468000,,,
Rwanda,1966,3319077,,612.197926,
Saint Kitts & Nevis,1966,48355,,,
Saint Lucia,1966,97877,,,
Saint Vincent & Grenadines,1966,86860,,130.4752919,
Samoa,1966,130687,,,
Sao Tome & Principe,1966,66057,,,
Saudi Arabia,1966,4992625,,,
Senegal,1966,3754429,,3144.051151,
Serbia,1966,,,,
Seychelles,1966,48699,,168.3010209,
Sierra Leone,1966,2358225,,896.9767413,
Singapore,1966,1934000,,6028.968441,
Slovakia,1966,4411666,,,
Slovenia,1966,1669905,,,
Solomon Islands,1966,141027,,,
South Africa,1966,20268594,,85832.17777,
Spain,1966,32283194,,303350.8599,25529.282
Sri Lanka,1966,11439000,,4136.004742,
Sudan,1966,9013112,,5632.256048,
Suriname,1966,341745,,,
Swaziland,1966,401295,,,
Sweden,1966,7807797,,146630.5188,28394.177
Switzerland,1966,5918002,,,11638.888
Syria,1966,5579283,,3365.239812,
Taiwan,1966,,,,
Tajikistan,1966,2575335,,,
Tanzania,1966,12038204,,,
Thailand,1966,32784476,,15436.34225,
Togo,1966,1774029,,760.0365945,
Tonga,1966,76787,,,
Trinidad & Tobago,1966,919902,,5271.634288,
Tunisia,1966,4731395,,4660.546619,
Turkey,1966,31718266,,90781.14045,15169.011
Turkmenistan,1966,1949425,,,
Uganda,1966,8292751,,,
Ukraine,1966,45682418,,,
United Arab Emirates,1966,156890,,,
United Kingdom,1966,54648500,,840826.2741,180710.655
United States of America,1966,196560000,,3796830.032,1295593.394
Uruguay,1966,2723055,,8626.148984,
Uzbekistan,1966,10574523,,,
Vanuatu,1966,76410,,,
Venezuela,1966,9406598,,61566.04033,
Vietnam,1966,39142000,,,
Yemen,1966,5677339,,,
Zambia,1966,3692409,,3667.782157,
Zimbabwe,1966,4568317,,2224.438474,
World,1966,3397699533,,12710292.66,
European Union (15),1966,333741143,,3360985.316,720711.818
European Union (28),1966,426473342,,3404307.445,803279.338
Afghanistan,1967,10221902,,,
Albania,1967,1978582,,,
Algeria,1967,13496577,,21734.96403,
Angola,1967,5619643,,,
Antigua & Barbuda,1967,62002,,,
Argentina,1967,22941477,,78177.29074,
Armenia,1967,2332624,,,
Australia,1967,11799000,,187273.7672,43571.441
Austria,1967,7376998,,103202.3446,14165.401
Azerbaijan,1967,4832098,,,
Bahamas,1967,152607,,2888.053972,
Bahrain,1967,196203,,,
Bangladesh,1967,60966588,,15834.0877,
Barbados,1967,236466,,1696.433769,
Belarus,1967,8785648,,,
Belgium,1967,9580991,,139855.6638,30495.561
Belize,1967,112699,,124.6009848,
Benin,1967,2733450,,1171.682629,
Bhutan,1967,266373,,,
Bolivia,1967,3927961,,4237.106609,
Bosnia & Herzegovina,1967,3618161,,,
Botswana,1967,631398,,304.4659662,
Brazil,1967,89052356,,171378.9929,
Brunei,1967,112670,,,
Bulgaria,1967,8310226,,,
Burkina Faso,1967,5343020,,1152.122017,
Burundi,1967,3235125,,527.9778006,
Cambodia,1967,6693369,,,
Cameroon,1967,6280743,,4024.071959,
Canada,1967,20412000,,335958.0756,113435.439
Cape Verde,1967,254371,,,
